StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,QID1185,QID1186,Q11,Q32,Q13,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52_1,Q54_1,Q147_1,Q147_2,Q147_3,Q147_4,Q147_5,Q147_6,Q147_7,Q147_8,Q147_9,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_8,Q61_9,Q62_1,Q62_2,Q62_3,Q62_4,Q62_5,Q62_6,Q62_7,Q62_8,Q62_9,Q62_10,Q62_11,Q62_12,Q62_13,Q62_14,Q62_15,Q62_16,Q62_17,Q62_18,Q62_19,Q62_20,Q62_21,Q62_22,Q62_23,Q62_24,Q62_25,Q62_26,Q62_27,Q62_28,Q62_29,Q62_30,QID1158,QID1158_4_TEXT,QID1157,QID1154,QID1155,QID1156,QID1215065339,QID1215065339_4_TEXT,QID1215065340,QID1215065341,QID1215065342,condition
2025-12-05 08:17:37,2025-12-05 08:28:17,IP Address,100,640,True,2025-12-05 08:28:17,R_1XEMN0lcQhIf2KZ,NA,anonymous,EN,Yes,6653a516e6f9b440ac8b6ad5,Heads,NA,Tails,Heads,Heads,Tails,Tails,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,82,Definitely true,Probably true,Definitely true,Definitely true,Probably not true,Probably true,Definitely not true,Definitely not true,Probably true,Probably not true,Probably true,Unsure,Definitely not true,Definitely not true,Probably true,Probably true,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably true,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Probably true,Probably true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,35-44 years old,White or Caucasian,"Some college, but no degree","$50,000-$74,999",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 08:21:54,2025-12-05 08:28:37,IP Address,100,403,True,2025-12-05 08:28:38,R_73IBVDAVjjij7gJ,NA,anonymous,EN,Yes,663a5cc1f775076b324606c6,Tails,NA,Heads,Heads,Tails,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,89,Probably not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably not true,Definitely not true,Probably true,Probably not true,Unsure,Unsure,Probably not true,Probably true,Probably true,Probably true,Probably true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably true,Probably not true,Probably not true,Probably not true,Probably not true,Unsure,Probably true,Probably not true,Probably not true,Probably true,Probably not true,Definitely true,Probably not true,Probably not true,Probably not true,Probably not true,Probably true,Probably true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Female,NA,35-44 years old,White or Caucasian,Associates or technical degree,"$75,000-$99,999",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 08:22:19,2025-12-05 08:28:50,IP Address,100,390,True,2025-12-05 08:28:50,R_7fjJJIR9FZpgcpN,NA,anonymous,EN,Yes,664c4e829445321c23a8de52,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Heads,1,70,Definitely true,Unsure,Definitely true,Definitely true,Definitely true,Probably true,Definitely true,Probably true,Definitely true,Definitely not true,Unsure,Unsure,Definitely not true,Definitely not true,Unsure,Unsure,Probably true,Unsure,Probably true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Male,NA,45-54 years old,Black or African American,"Some college, but no degree","Less than $25,000",Independent,NA,Not very strong,Not very strong,Republican,low
2025-12-05 08:16:30,2025-12-05 08:29:51,IP Address,100,800,True,2025-12-05 08:29:51,R_1eYEi4Hr9SluLmx,NA,anonymous,EN,Yes,67eaa46b7bb6cbefdcbde74c,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Heads,Heads,Tails,Heads,Heads,Heads,5,90,Unsure,Probably true,Definitely true,Unsure,Probably true,Unsure,Definitely not true,Probably true,Probably not true,Unsure,Probably true,Probably true,Probably not true,Probably not true,Definitely true,Probably true,Probably true,Definitely true,Unsure,Unsure,Definitely true,Definitely true,Unsure,Definitely true,Probably not true,Unsure,Probably true,Probably not true,Probably true,Probably true,Probably true,Definitely true,Probably true,Definitely true,Probably not true,Definitely true,Probably true,Probably true,Unsure,Probably true,Definitely true,Unsure,Probably not true,Unsure,Probably not true,Probably true,Probably true,Probably true,Female,NA,45-54 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$75,000-$99,999",Democrat,NA,Strong,Not very strong,Republican,low
2025-12-05 08:17:21,2025-12-05 08:30:46,IP Address,100,805,True,2025-12-05 08:30:47,R_7pMPiYChbLhdOHH,NA,anonymous,EN,Yes,648a1d21a3372cbf1e7a499d,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,Definitely true,Unsure,Probably not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Unsure,Probably not true,Probably not true,Probably not true,Probably not true,Probably not true,Definitely not true,Probably true,Probably not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,45-54 years old,White or Caucasian,High school diploma or GED,"Less than $25,000",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 08:14:37,2025-12-05 08:30:57,IP Address,100,980,True,2025-12-05 08:30:58,R_6OIosB1gaNipliF,NA,anonymous,EN,Yes,670efd496f9f47e38a4b1d7d,Tails,NA,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,84,Probably true,Definitely not true,Probably true,Unsure,Probably not true,Probably not true,Probably not true,Probably not true,Probably not true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably not true,Probably true,Probably true,Definitely true,Probably not true,Definitely true,Probably true,Probably not true,Probably true,Unsure,Probably true,Probably not true,Definitely true,Probably true,Probably not true,Probably not true,Probably not true,Probably true,Probably not true,Probably true,Probably not true,Probably not true,Definitely true,Probably true,Probably true,Unsure,Probably not true,Probably true,Probably not true,Probably true,Probably true,Probably true,Probably true,Male,NA,25-34 years old,White or Caucasian,Bachelor’s degree,"Less than $25,000",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 08:24:45,2025-12-05 08:31:16,IP Address,100,390,True,2025-12-05 08:31:16,R_7SjdyLDphJgOEZk,NA,anonymous,EN,Yes,58f3760092ac81000154f8af,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Tails,Tails,Heads,Heads,Heads,Tails,Heads,3,50,Definitely true,Probably true,Unsure,Definitely true,Definitely true,Unsure,Definitely not true,Unsure,Definitely true,Probably true,Probably true,Probably true,Probably true,Definitely not true,Probably true,Unsure,Definitely true,Probably true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely true,Definitely true,Probably true,Unsure,Probably true,Probably true,Unsure,Definitely not true,Definitely not true,Male,NA,25-34 years old,Asian,Bachelor’s degree,"$50,000-$74,999",Independent,NA,Not very strong,Not very strong,Neither,low
2025-12-05 08:06:46,2025-12-05 08:32:04,IP Address,100,1517,True,2025-12-05 08:32:04,R_5aDpTbVfEnm6NYM,NA,anonymous,EN,Yes,6446b4a6eb2ba64c1505307d,Tails,NA,Tails,Heads,Tails,Heads,Heads,Heads,Tails,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,54,Probably true,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably true,Unsure,Probably not true,Definitely not true,Unsure,Definitely not true,Definitely true,Probably not true,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Probably true,Probably not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,25-34 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$50,000-$74,999",Independent,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 08:23:35,2025-12-05 08:32:26,IP Address,100,531,True,2025-12-05 08:32:30,R_5lA3yphKV100h4R,NA,anonymous,EN,Yes,66c4f3cb14cbfc4db836bd4e,Heads,NA,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,98,Definitely true,Definitely true,Definitely true,Definitely true,Definitely not true,Unsure,Probably not true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Unsure,Definitely not true,Unsure,Definitely true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely true,Definitely true,Unsure,Definitely true,Definitely not true,Unsure,Definitely not true,Probably not true,Definitely true,Definitely not true,Unsure,Definitely true,Unsure,Unsure,Definitely not true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Probably true,Probably true,Female,NA,45-54 years old,White or Caucasian,Bachelor’s degree,"$25,000-$49,999",Democrat,NA,Strong,Strong,Democratic,high
2025-12-05 08:26:09,2025-12-05 08:33:20,IP Address,100,431,True,2025-12-05 08:33:21,R_3Pwd6b3jWHtkZvL,NA,anonymous,EN,Yes,5e2b74daae56b71b9d24d89b,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Heads,Tails,Tails,Heads,Tails,Heads,Tails,6,91,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Probably true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Female,NA,65+ years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 08:03:37,2025-12-05 08:33:55,IP Address,100,1817,True,2025-12-05 08:33:55,R_7tUkMqPVvLKI2rv,NA,anonymous,EN,Yes,59ea4e1116ecc200016ff81e,Heads,NA,Heads,Tails,Heads,Tails,Heads,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,41,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,35-44 years old,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Democrat,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 08:28:00,2025-12-05 08:34:45,IP Address,100,404,True,2025-12-05 08:34:45,R_5KeShfd8TQttK6Z,NA,anonymous,EN,Yes,67022b62378fdf9d7675d86d,Heads,NA,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Heads,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Unsure,Definitely true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,45-54 years old,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 08:29:32,2025-12-05 08:35:18,IP Address,100,345,True,2025-12-05 08:35:18,R_3ONfHmTplWqZWDl,NA,anonymous,EN,Yes,5db0e17518230d00170d4332,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Heads,Heads,Heads,Heads,Heads,Heads,2,84,Definitely true,Probably not true,Definitely true,Definitely true,Probably true,Probably true,Probably not true,Probably true,Definitely true,Probably not true,Unsure,Probably not true,Probably not true,Probably not true,Unsure,Probably true,Definitely true,Unsure,Unsure,Definitely not true,Probably not true,Probably true,Definitely not true,Probably true,Definitely true,Probably not true,Probably true,Definitely true,Probably not true,Definitely true,Probably true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably true,Definitely true,Probably true,Definitely true,Unsure,Unsure,Unsure,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Male,NA,45-54 years old,White or Caucasian,Bachelor’s degree,"$25,000-$49,999",Democrat,NA,Not very strong,Not very strong,Democratic,low
2025-12-05 08:27:01,2025-12-05 08:35:22,IP Address,100,501,True,2025-12-05 08:35:23,R_1jdkLuIzeFQII1X,NA,anonymous,EN,Yes,66632c69d2b270f0314a0b16,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Tails,Tails,Tails,Heads,Tails,Heads,Tails,2,89,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,35-44 years old,Black or African American,Bachelor’s degree,"$100,000-$149,999",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 08:19:10,2025-12-05 08:35:41,IP Address,100,990,True,2025-12-05 08:35:41,R_3e3zVoIRNAZsEkg,NA,anonymous,EN,Yes,67ee795beb74f4d224497dac,Heads,NA,Tails,Heads,Heads,Heads,Heads,Tails,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,98,Probably not true,Definitely true,Probably not true,Unsure,Probably not true,Probably true,Probably true,Probably true,Probably not true,Unsure,Unsure,Definitely not true,Probably not true,Unsure,Probably true,Probably true,Probably true,Unsure,Probably true,Probably true,Probably true,Probably not true,Unsure,Unsure,Unsure,Definitely true,Probably true,Probably not true,Probably true,Probably true,Probably not true,Unsure,Probably true,Unsure,Unsure,Probably not true,Probably not true,Probably true,Probably true,Unsure,Unsure,Unsure,Unsure,Unsure,Probably not true,Unsure,Probably true,Probably not true,Female,NA,25-34 years old,Black or African American,Bachelor’s degree,"Less than $25,000",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 07:56:07,2025-12-05 08:35:44,IP Address,100,2377,True,2025-12-05 08:35:45,R_7jDMLDT1R4GNceC,NA,anonymous,EN,Yes,675cb36b51ef22e70c4da7e2,Heads,NA,Tails,Heads,Tails,Tails,Tails,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,90,Definitely true,Definitely not true,Probably true,Probably true,Probably not true,Definitely true,Definitely not true,Definitely not true,Probably true,Unsure,Unsure,Unsure,Definitely true,Definitely not true,Probably true,Probably not true,Definitely true,Probably true,Probably not true,Definitely not true,Probably true,Probably true,Probably true,Probably true,Unsure,Probably true,Definitely true,Probably true,Probably true,Probably true,Definitely not true,Probably true,Definitely true,Unsure,Probably true,Probably true,Probably not true,Probably true,Probably true,Probably true,Definitely true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Female,NA,55-64 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$25,000-$49,999",Independent,NA,Not very strong,Not very strong,Neither,high
2025-12-05 08:26:25,2025-12-05 08:36:35,IP Address,100,610,True,2025-12-05 08:36:36,R_3EuTkVQhzAYT1kb,NA,anonymous,EN,Yes,6003ef9269c7814f0ca7b46a,Heads,NA,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,80,Definitely true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably not true,Probably true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Male,NA,35-44 years old,Asian,Bachelor’s degree,"Less than $25,000",Democrat,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 08:32:16,2025-12-05 08:36:48,IP Address,100,271,True,2025-12-05 08:36:48,R_1zTnQu6m7sur3Gv,NA,anonymous,EN,Yes,628f83dc5398c04bac86f9e6,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Tails,Heads,Tails,Heads,Tails,Tails,Tails,6,81,Probably true,Unsure,Definitely not true,Probably true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably true,Probably not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably true,Probably not true,Probably true,Unsure,Probably true,Probably not true,Definitely not true,Probably not true,Probably not true,Probably true,Probably true,Probably true,Definitely not true,Probably not true,Probably true,Probably not true,Unsure,Probably true,Definitely not true,Probably not true,Probably not true,Unsure,Probably not true,Unsure,Definitely not true,Probably not true,Unsure,Probably not true,Probably not true,Probably not true,Definitely not true,Probably true,Probably true,Probably true,Male,NA,35-44 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000-$149,999",Independent,NA,Not very strong,Strong,Democratic,low
2025-12-05 08:27:52,2025-12-05 08:38:36,IP Address,100,643,True,2025-12-05 08:38:36,R_3xIlXpJY4IOGUmd,NA,anonymous,EN,Yes,5d16d17119d2ed0015e21360,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100,Definitely true,Unsure,Definitely true,Definitely true,Definitely not true,Definitely true,Probably not true,Unsure,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably true,Definitely not true,Unsure,Definitely not true,Definitely not true,Unsure,Probably true,Probably true,Unsure,Definitely not true,Definitely not true,Probably true,Probably true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely true,Definitely true,Probably true,Definitely true,Unsure,Definitely true,Definitely not true,Definitely true,Definitely true,Definitely true,Definitely not true,Definitely not true,Female,NA,25-34 years old,White or Caucasian,"Some college, but no degree","$50,000-$74,999",Democrat,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 08:20:42,2025-12-05 08:39:11,IP Address,100,1108,True,2025-12-05 08:39:11,R_5NQCeFnJZPHeoiO,NA,anonymous,EN,Yes,67a4fa41a531fc71450c7783,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Heads,Heads,Tails,Heads,Heads,Heads,2,70,Unsure,Probably not true,Probably true,Probably true,Definitely not true,Probably not true,Probably true,Probably true,Unsure,Probably not true,Probably true,Probably true,Probably true,Probably true,Unsure,Unsure,Probably true,Unsure,Probably not true,Definitely not true,Definitely true,Probably not true,Unsure,Unsure,Definitely true,Probably true,Definitely not true,Probably true,Definitely not true,Unsure,Probably true,Definitely not true,Probably not true,Probably true,Definitely not true,Definitely true,Probably true,Probably not true,Probably true,Probably true,Probably true,Definitely true,Probably true,Definitely not true,Probably true,Probably true,Probably true,Probably true,Female,NA,35-44 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 08:36:48,2025-12-05 08:42:46,IP Address,100,358,True,2025-12-05 08:42:46,R_59iLkaC0Qp8N173,NA,anonymous,EN,Yes,66676132362349ad49adbefb,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Heads,Tails,Heads,Heads,Heads,Heads,Tails,1,81,Definitely true,Probably not true,Probably not true,Probably true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably not true,Definitely true,Definitely not true,Definitely true,Definitely true,Definitely true,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,35-44 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$75,000-$99,999",Republican,NA,Not very strong,Not very strong,Republican,low
2025-12-05 08:37:49,2025-12-05 08:43:39,IP Address,100,349,True,2025-12-05 08:43:39,R_3F4yMR7dqpPfjtg,NA,anonymous,EN,Yes,5ed2bb7a67d51b24b2ac4037,Heads,NA,Heads,Heads,Tails,Heads,Heads,Tails,Heads,Heads,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,Definitely true,Definitely not true,Probably not true,Unsure,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,35-44 years old,White or Caucasian,High school diploma or GED,"Less than $25,000",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 08:35:27,2025-12-05 08:44:06,IP Address,100,519,True,2025-12-05 08:44:07,R_7g23xU6pZd9wB1f,NA,anonymous,EN,Yes,62b146e365eca239ef0dbbfb,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,50,Unsure,Probably true,Unsure,Unsure,Probably not true,Probably not true,Probably true,Probably true,Unsure,Probably not true,Unsure,Probably not true,Unsure,Unsure,Probably not true,Probably not true,Unsure,Probably not true,Probably true,Probably true,Unsure,Probably not true,Unsure,Unsure,Unsure,Probably true,Probably true,Probably true,Unsure,Probably true,Probably true,Probably true,Probably true,Probably not true,Unsure,Probably true,Unsure,Probably true,Probably true,Unsure,Unsure,Probably not true,Probably true,Unsure,Probably true,Unsure,Probably true,Probably not true,Female,NA,35-44 years old,Asian,Associates or technical degree,"$100,000-$149,999",Independent,NA,Not very strong,Not very strong,Neither,high
2025-12-05 08:31:34,2025-12-05 08:44:08,IP Address,100,753,True,2025-12-05 08:44:08,R_78CLjaelMpGWP8T,NA,anonymous,EN,Yes,5f16f559325a640008bb9a07,Heads,NA,Tails,Tails,Heads,Heads,Tails,Tails,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,80,Probably true,Probably true,Probably not true,Unsure,Probably true,Unsure,Unsure,Probably true,Unsure,Unsure,Definitely true,Probably true,Probably not true,Probably not true,Unsure,Unsure,Probably true,Definitely true,Probably true,Probably true,Unsure,Probably true,Probably true,Probably true,Unsure,Unsure,Probably true,Unsure,Probably not true,Probably true,Unsure,Probably true,Probably true,Probably not true,Probably not true,Unsure,Probably not true,Probably true,Probably true,Unsure,Probably not true,Unsure,Probably true,Probably not true,Probably true,Unsure,Definitely not true,Unsure,Male,NA,35-44 years old,White or Caucasian,Bachelor’s degree,"$75,000-$99,999",Democrat,NA,Strong,Strong,Democratic,high
2025-12-05 08:37:46,2025-12-05 08:45:10,IP Address,100,443,True,2025-12-05 08:45:10,R_6F5LqtrEH4v5SW5,NA,anonymous,EN,Yes,66ef212cf79668f34be612d8,Heads,NA,Tails,Heads,Tails,Heads,Heads,Tails,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,81,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Probably not true,Definitely not true,Definitely not true,Probably true,Probably true,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably true,Probably not true,Probably true,Probably true,Probably not true,Definitely not true,Definitely not true,Female,NA,25-34 years old,White or Caucasian,Bachelor’s degree,"$100,000-$149,999",Independent,NA,Not very strong,Not very strong,Democratic,high
